bill_id,x,y
HR8729-117,-0.13932953302828407,0.3905170539554552
HR873-117,-0.5647183940450062,-0.2859746733983366
HR8730-117,-0.5646697057278092,-0.2958834337346477
HR8731-117,0.4612510330832737,1.3431368839007407
HR8732-117,-0.5858151869211912,-0.3250466242925967
HR8733-117,-0.5878281510240517,-0.32507809032704615
HR8734-117,-0.5640014504563311,-0.2898524788818992
HR8735-117,-0.5882089920132639,-0.3205664813709851
HR8736-117,1.9338224704743112,3.668311672546411
HR8737-117,-0.5677213888745674,-0.29052577627872195
HR8738-117,-0.4815866635359169,-0.1542442709751572
HR8739-117,-0.5633420054898365,-0.2945981738030523
HR874-117,-0.584897013261113,-0.3215672829758093
HR8740-117,-0.5426872382412599,-0.2591733358103769
HR8741-117,-0.566234177810382,-0.2889916388434237
HR8742-117,-0.500760888544648,-0.19078682213180803
HR8743-117,-0.5407522469004366,-0.2557485710761641
HR8744-117,-0.5873364339667708,-0.32292541414268905
HR8745-117,-0.5860480314323303,-0.32320566690049807
HR8746-117,-0.5023396350834226,-0.18371339221591682
HR8747-117,-0.22495174495996775,0.2546534186093373
HR8748-117,-0.5241503796010392,-0.22267011992002927
HR8749-117,-0.13788174666614234,0.38403407172355397
HR875-117,-0.5645949677406603,-0.2857840343009652
HR8750-117,-0.4163940382492363,-0.048289206359788714
HR8751-117,-0.5653054026112191,-0.2864802333520061
HR8752-117,-0.5205238527809198,-0.2184227726214268
HR8753-117,-0.5457395094713724,-0.2517955948054755
HR8754-117,-0.5643729504334654,-0.2913926962235362
HR8755-117,-0.5863913172349812,-0.3180161584988782
HR8756-117,-0.5013567090862416,-0.18688667270424253
HR8757-117,-0.5431097348772034,-0.2558619697317228
HR8758-117,-0.5453235832299821,-0.25836301696356134
HR8759-117,-0.4999032883691,-0.19072657230919454
HR876-117,-0.4379335690417381,-0.08388852397808055
HR8760-117,0.032609173491877155,0.6551585007103689
HR8761-117,-0.565792271925327,-0.28850883762430735
HR8762-117,-0.4998278151339042,-0.18852846562804998
HR8763-117,-0.5864083216357304,-0.3271984177018684
HR8764-117,-0.5886321416794318,-0.32262737292057375
HR8765-117,-0.28684991230871015,0.15218950672999731
HR8766-117,-0.5852691695972376,-0.327951768510493
HR8767-117,-0.45679329311783773,-0.11278680210656106
HR8768-117,-0.5874752442683265,-0.31996545633263007
HR8769-117,-0.05260198717980249,0.5200666168895209
HR877-117,0.03361108147597476,0.6642769261268303
HR8770-117,2.701117704959092,4.882182712220716
HR8771-117,-0.5026766553841195,-0.19113461755369743
HR8772-117,-0.47846498321681025,-0.15364216327091149
HR8773-117,-0.47953879764951046,-0.15500805587209066
HR8774-117,-0.5230042664553997,-0.21702431325864235
HR8775-117,-0.5665185588306816,-0.2944888618028301
HR8776-117,0.05346191367564808,0.695088112098875
HR8777-117,-0.5028833236965192,-0.1886287239232572
HR8778-117,-0.37360614339766,0.010369231252571906
HR8779-117,-0.5862831036629951,-0.32858688722950785
HR878-117,-0.5225752009237183,-0.22523815427203125
HR8780-117,-0.5659071229518007,-0.29532927252676705
HR8781-117,-0.47865818134318416,-0.15459446196152138
HR8782-117,-0.47732591923649753,-0.15446146772265684
HR8783-117,-0.4128297627315444,-0.05613997951744995
HR8784-117,-0.5225438112969206,-0.22385009236271752
HR8785-117,-0.5439831417418827,-0.25977821879759533
HR8786-117,-0.5666845584190088,-0.29838848441767635
HR8787-117,-0.5876267135870114,-0.31849597652052225
HR8788-117,-0.5856376061926738,-0.32671542228307504
HR8789-117,-0.5878573448178576,-0.3204165833595489
HR879-117,-0.5654804443610636,-0.2872700784987497
HR8790-117,-0.5883100887137882,-0.31876785931965723
HR8791-117,-0.4805950682259875,-0.14569554596126408
HR8792-117,-0.5664618604092129,-0.28490470519056604
HR8793-117,-0.03168018975552299,0.5589609837260888
HR8794-117,-0.5425498259762432,-0.2506621527611132
HR8795-117,-0.5853581072363832,-0.3225916831956111
HR8796-117,-0.584452258175921,-0.326369448048073
HR8797-117,-0.5876291644128245,-0.32938061957506454
HR8798-117,-0.5863830907192233,-0.3268279115707791
HR8799-117,-0.5195893880977536,-0.22051742709992228
HR88-117,-0.41456201986348573,-0.057566074422632896
HR880-117,-0.3720628380522216,0.015546619911796044
HR8800-117,1.8670866702471345,3.5691157865683616
HR8801-117,-0.5419681974636049,-0.25558608261421334
HR8802-117,-0.43765487379371903,-0.09033551846577487
HR8803-117,-0.587670134396506,-0.32820139241473467
HR8804-117,-0.586220772430973,-0.3243036424974319
HR8805-117,-0.5226812605002796,-0.2185871559871937
HR8806-117,-0.5421618905387352,-0.2549709063702777
HR8807-117,-0.5652919243310117,-0.2872424775843061
HR8808-117,-0.3730501957135265,0.012951322339820317
HR8809-117,-0.587049994066818,-0.3198085332046633
HR881-117,0.03333928747383273,0.6623496781536831
HR8810-117,-0.5856129571431752,-0.32190714148379496
HR8811-117,-0.5665087856109314,-0.2894369522408899
HR8812-117,-0.3108911985648908,0.12006088300682889
HR8813-117,-0.3075303784613517,0.11823459803187052
HR8814-117,1.6149491805505425,3.170145877293727
HR8815-117,-0.588701032580778,-0.3240132802326121
HR8816-117,-0.5214055657412279,-0.22172808958826962
HR8817-117,-0.48089065428950434,-0.1505420243035164
HR8818-117,-0.3933554004681641,-0.01886387145755467
HR8819-117,-0.37361082094134906,0.015125545614411455
HR882-117,-0.37139901680768894,0.020125100638409738
HR8820-117,0.11899833343933568,0.7976641351266675
HR8821-117,-0.32842653005478406,0.08581681710295136
HR8822-117,-0.43915220415395056,-0.08575286192432965
HR8823-117,-0.5633373582683499,-0.286963922659307
HR8824-117,-0.5847438264930427,-0.32286567458834914
HR8825-117,-0.5653911704123191,-0.29209723015557654
HR8826-117,-0.523833340898724,-0.21814721865747966
HR8827-117,-0.5657755116888559,-0.2912943797670087
HR8828-117,-0.5857855660706822,-0.3265762724465002
HR8829-117,-0.2650973848240613,0.18508617894776574
HR883-117,-0.5248172318156941,-0.224605755676676
HR8830-117,-0.5638457067375964,-0.28893634278913555
HR8831-117,-0.564544922986642,-0.28538917579007284
HR8832-117,-0.5232561888191728,-0.21986213898486362
HR8833-117,-0.5669901449539009,-0.2923573012206449
HR8834-117,-0.26693885487791114,0.1882678839579249
HR8835-117,1.4007967424606755,2.82986146646118
HR8836-117,-0.5871320904183179,-0.32789739882433033
HR8837-117,-0.5896153039808584,-0.3219922820095959
HR8838-117,-0.5419761686202783,-0.2500325736378637
HR8839-117,0.07581134867442717,0.7278863040202209
HR884-117,-0.3082247231238925,0.11612221114827793
HR8840-117,-0.5883245681415477,-0.31981923376431176
HR8841-117,-0.524011817625084,-0.21710098064820482
HR8842-117,-0.5640145703804332,-0.29181722923500786
HR8843-117,-0.5020107204768187,-0.19435724298889878
HR8844-117,-0.5234584568341262,-0.22911006120442423
HR8845-117,-0.3081921415069323,0.12067062328121454
HR8846-117,-0.45661760557747344,-0.1200659921201799
HR8847-117,-0.5646945286145525,-0.29653319041487003
HR8848-117,-0.5446740727240417,-0.2592696981881463
HR8849-117,-0.5011676205132909,-0.19073709530593302
HR885-117,-0.07615189433812643,0.48572895852757997
HR8850-117,-0.4393333280419629,-0.08109784805710196
HR8851-117,-0.588335011733521,-0.31522249954909404
HR8852-117,-0.5244817497607575,-0.2193135546459377
HR8853-117,-0.5235558293925066,-0.22075533017216953
HR8854-117,-0.5239825244681275,-0.2220390713857066
HR8855-117,-0.5024293205855289,-0.1844496139924306
HR8856-117,-0.2678913805303241,0.18813473830335062
HR8857-117,-0.5662033887087069,-0.2890114743892893
HR8858-117,-0.5028924035347263,-0.19306325087472725
HR8859-117,-0.5881843604442613,-0.32803967523311206
HR886-117,-0.39580254017308153,-0.017313821729085053
HR8860-117,-0.5003738216748539,-0.18737002897719635
HR8861-117,-0.5630081285130529,-0.2904218131296595
HR8862-117,0.010053603394781063,0.6310982664013165
HR8863-117,-0.4575932718785507,-0.11719604204205095
HR8864-117,-0.5648348178279157,-0.28581205656903635
HR8865-117,-0.5859984647893626,-0.3193654498777977
HR8866-117,-0.5451435434296159,-0.25627118837127544
HR8867-117,-0.3716279033842689,0.024984211493254225
HR8868-117,-0.0947078734128263,0.45586682941210904
HR8869-117,-0.4774206825536638,-0.15225341167277862
HR887-117,-0.543409428973661,-0.25359361963886107
HR8870-117,-0.35079395024912924,0.049053807795761815
HR8871-117,-0.5013143551751563,-0.18820127455017105
HR8872-117,0.07292607376785808,0.7256498541876086
HR8873-117,7.635196856807824,-2.43262811992334
HR8874-117,-0.565259430927451,-0.2928439298356024
HR8875-117,-0.565816935928936,-0.29056983446578405
HR8876-117,11.400897049310677,3.91074748611002
HR8877-117,-0.501842984283316,-0.18746366047988045
HR8878-117,-0.5455367725837043,-0.2493561078828006
HR8879-117,-0.5659283362627417,-0.2883489643733863
HR888-117,-0.4815221864201768,-0.1534491452659502
HR8880-117,-0.5664681697142648,-0.2933032951456591
HR8881-117,-0.5658019066551268,-0.28927928390833224
HR8882-117,-0.5852782964353048,-0.3234305840672712
HR8883-117,-0.525011117913349,-0.22369314010447888
HR8884-117,-0.5667377796156056,-0.28522788297560286
HR8885-117,-0.5449033383669204,-0.25458371519342965
